"","s201_P2_195","s332_P2_760","s486_P3_279","s697_P2_870","s738_P2_114"
"TJP2",0.001423783,0.006101304,0.001017744,0.003709133,0.002766106
"TJP3",0.004969354,0.000381335,0.000529822,0.000894038,0.001278989
"TLN1",0.002886207,0.008403268,0.003283251,0.00400287,0.002719521
"TLR1",0.000991774,0.00088556,0.000287082,0.001409573,0.000387361
"TLR10",3.56e-06,8.64e-06,0,1.03e-05,0
"TLR2",3.19e-05,0.00074729,1.99e-05,0.000178478,0.000264986
"TLR4",0,0,0,0,0
"TLR5",0.000120899,3.08e-05,2.56e-05,5.07e-05,3.34e-05
"TLR6",0.001726069,0.0033938,0.001610874,0.010745688,0.000406215
"TM2D1",0.01079612,0.007542055,0.008131816,0.016901336,0.003467166
"TM2D3",4.03e-05,2.16e-05,4.53e-05,3.68e-05,1.26e-05
"TM4SF1",0.266491913,0.901877229,0.326031864,0.51595151,0.050747141
"TM4SF20",0,0,0,0,0
"TM4SF4",6.79e-05,0,0,0,0.000321371
"TM4SF5",0,0,1.85e-06,0,1.85e-06
"TM6SF1",0.000246612,0.00053189,0.000117354,6.17e-05,2.01e-05
"TM7SF3",0.101079852,0.091929412,0.026759709,0.06638629,0.016205483
"TM9SF1",0.122372497,0.074564914,0.050027436,0.076873277,0.11095691
"TM9SF2",0.085586311,0.28767604,0.108456714,0.107115979,0.033121007
"TM9SF3",0.036454965,0.05755337,0.023190831,0.022163587,0.009957327
"TM9SF4",0.046812929,0.030626052,0.035252374,0.050172915,0.01709357
"TMC2",0,0,0,8.31e-05,0
"TMC7",0.00025825,0.000475233,0.000173164,0.000109669,3.87e-06
"TMCO3",0.002148609,0.017804238,0.005233538,0.002469428,0.001071237
"TMED1",0.001610262,0.002271734,0.001413918,0.001823887,0.001106287
"TMED10",0.012099452,0.032666106,0.014519666,0.037471838,0.007161948
"TMED4",0.005373739,0.001645705,0.001158802,0.001375532,0.000549892
"TMEFF1",2.5e-05,0.000146951,0,3.64e-05,0
"TMEFF2",4.12e-05,1.4e-05,3.27e-05,4.04e-06,1.32e-05
"TMEM104",0.020756674,0.008286609,0.007509758,0.016973394,0.004513243
"TMEM106A",0.00059838,0.000450152,0.000505512,0.000564363,6.7e-05
"TMEM108",0.000336597,6.71e-06,0,3.85e-06,0.001135555
"TMEM117",1.18e-05,2.23e-05,1.02e-05,4.49e-05,5.54e-05
"TMEM119",1.03e-06,0,3.7e-07,0,0
"TMEM123",0.010524639,0.00585356,0.000915324,0.008291346,0.001925002
"TMEM127",0.001085115,0.001057787,0.000458683,0.000724852,0.000435386
"TMEM131",0.004066897,0.00834223,0.004635206,0.002568804,0.001829446
"TMEM132A",0.000967729,0.000448038,0.000188667,0.001950318,0.000349041
"TMEM132B",5.5e-06,0,3.75e-06,0.000163526,3.75e-06
"TMEM132C",0,0,0,0,0
"TMEM132E",0,7.63e-08,0,6.49e-08,2.29e-07
"TMEM144",0.001501617,0.002682643,0.000969738,0.002106004,0.001064899
"TMEM145",2.6e-05,8.3e-06,2.32e-05,9.52e-06,5.31e-05
"TMEM150A",0.000225864,2.86e-05,7.75e-05,3.76e-05,2.84e-05
"TMEM154",0.000200914,0.003077076,0.000162141,0.009438085,1.8e-05
"TMEM156",0.000665881,0.000885773,3.65e-05,2.18e-05,0
"TMEM161A",0.00554639,0.001481517,0.000681684,0.005081718,0.00145425
"TMEM171",0,0.000293038,1.06e-05,0.000130939,0
"TMEM179B",0.000404558,0.000164007,0.000131982,7.82e-05,8.38e-05
"TMEM181",0.010769088,0.011937221,0.004030966,0.011420339,0.003580846
"TMEM182",0.008922838,0.00458831,0.002770254,0.004667812,0.001673741
"TMEM184A",0.019951381,0.010116907,0.009269068,0.025654088,0.004380053
"TMEM184B",0.007002068,0.006297438,0.002540166,0.010465531,0.00147364
"TMEM184C",0.000421015,0.000980462,0.000551879,0.000303747,0.000170558
"TMEM200C",0,0.000139727,0.000136319,1.95e-05,0
"TMEM204",2.75e-07,3.72e-06,0,0,0
"TMEM219",0.128581763,0.0498082,0.046842649,0.055009291,0.026265775
"TMEM231",0.000496368,0.001001495,0.000530247,0.000344649,0.000589575
"TMEM245",0.000688464,0.000457172,0.001025748,0.000598344,0.000371843
"TMEM25",0.000316048,0.00026843,0.000141063,5.74e-05,0.000101804
"TMEM255B",3.69e-06,1.04e-05,0.000107355,9.32e-06,3.46e-06
"TMEM259",0.000978171,0.00109013,0.000591713,0.000950513,0.000628421
"TMEM26",0,0,1.41e-05,0,0
"TMEM30A",0.033925549,0.030629265,0.030449365,0.035465659,0.013337508
"TMEM30B",0.002368458,0.002531544,0.00010202,0.002518228,0.000783746
"TMEM37",2.84e-06,2.58e-06,8.4e-06,2.52e-05,9.69e-07
"TMEM63A",0.021209512,0.004585911,0.002527918,0.001384117,0.012836436
"TMEM63B",0.002602506,0.002173738,0.001349823,0.005397093,0.001161588
"TMEM63C",0.002309015,9.71e-06,0.000444285,0.001666496,0.001833495
"TMEM64",0.000241839,0.000210611,0.0002524,0.000151743,1.07e-05
"TMEM67",0.00422063,0.005801868,0.003754003,0.003008456,0.000922458
"TMEM87B",0.013666533,0.019846624,0.00612985,0.011233638,0.003882607
"TMEM8B",0.001026119,0.000317246,0.000229119,0.00108171,0.001872607
"TMEM97",0.00199293,0.002612341,0.000566383,0.001286356,0.002883222
"TMIGD1",6.36e-07,0,0,0,0
"TMIGD2",0,0,0,0,0
"TMPRSS11A",0,0,7.34e-05,0.000335084,0
"TMPRSS11B",0,0,0,0.000104501,0
"TMPRSS11D",7.39e-05,8.48e-05,0,0.041646675,0
"TMPRSS15",0,0,0,0,0
"TMPRSS2",0.007542599,0.000815592,0.000187848,0.000869615,0.00141718
"TMPRSS5",7.01e-06,1.68e-06,0,3.93e-06,2.52e-06
"TMPRSS6",0.002255925,0.000346168,0.000144237,3.93e-05,4.81e-05
"TMPRSS7",0,7.6e-06,1.52e-05,6.17e-05,0
"TMPRSS9",2.3e-05,3.47e-06,7.98e-05,3.6e-06,0
"TMX3",0.001215905,0.002283467,0.00159382,0.000545335,0.000534506
"TNFRSF10A",0.0003607,0.000255556,0.000178032,0.000729029,9.26e-05
"TNFRSF10B",0.054774224,0.091302424,0.090816479,0.03378645,0.029410082
"TNFRSF10C",0.001360801,0.00065654,0.001230414,0.000181337,0.000189669
"TNFRSF10D",0.01377223,0.017595856,0.020150093,0.020654123,0.005716626
"TNFRSF11A",0.003088058,0.00057028,0.000308423,0.000195362,4.66e-05
"TNFRSF12A",0.037502284,0.013750482,0.00702089,0.014136987,0.002644605
"TNFRSF13B",0,0,0,0,0
"TNFRSF13C",0.000106802,1.94e-05,4.86e-05,0.000236883,3.24e-05
"TNFRSF14",0.001586472,0.001078655,0.001171002,0.000533328,0.000883487
"TNFRSF17",0,0,0,0,0
"TNFRSF18",0.001365154,0.000241532,0.000635337,3.07e-06,0.0001864
"TNFRSF19",3.97e-05,0.000204126,0.000866401,1.16e-05,0.000900422
"TNFRSF1A",0.006775364,0.012655406,0.002289152,0.005938146,0.001175802
"TNFRSF1B",0.002127311,0.004410292,0.000891152,0.001009757,0.000136401
"TNFRSF21",0.214359866,0.080247505,0.031760775,0.042041979,0.043233347
"TNFRSF25",0.002138879,0.002821681,0.002299391,0.006774898,0.000109495
"TNFRSF4",3.24e-06,0,2.74e-05,0,0
"TNFRSF8",0,0,2.91e-05,0,0
"TNFRSF9",0.000286591,0.000368001,0.00036138,1.2e-05,0
"TNFSF10",0.001790868,0.022442267,0.004625663,0.00880687,0.0099286
"TNFSF11",2.15e-06,4.94e-06,9.64e-05,0.000485304,0
"TNFSF12",0.002027161,0.006091804,0.003944418,0.001229604,0.004450563
"TNFSF13B",3.78e-05,6.76e-05,1.84e-05,7.26e-07,1.06e-05
"TNFSF14",0,7.79e-05,1.87e-05,2.78e-05,0
"TNFSF15",0.085264292,0.011317083,0.016316377,0.009111322,0.003900548
"TNFSF18",2.41e-05,2.07e-05,1.04e-05,0.000169005,0
"TNFSF4",5.29e-05,0.000186141,7.09e-05,9.1e-06,8.86e-06
"TNFSF8",0,0,6.77e-07,0,0
"TNFSF9",0.002813435,0.000163057,0.00030388,0.000659024,9.64e-05
"TNK2",0.000230573,0.000200754,0.000183047,0.000733598,8.87e-05
"TOLLIP",0.001141875,0.000917809,0.000508223,0.002953366,0.000601802
"TP53I13",0.000336226,0.000285473,0.000261995,0.000662724,0.000380632
"TPBG",0.002182544,0.008400544,0.001828391,0.010792378,0.000914195
"TPCN1",0.006721716,0.003339504,0.002603552,0.001701268,0.00085403
"TPO",1.06e-06,0,0,1.61e-06,0
"TPRA1",0.000273542,0.000201302,0.000165987,0.000111647,4.35e-05
"TPSG1",0,0,0,0,0
"TRABD2A",0.001295468,0.002833479,0.002354888,0.01037796,5.23e-05
"TRABD2B",9.37e-06,6.5e-07,4.44e-06,7.54e-06,1.87e-06
"TRAT1",0,1.67e-05,0,0,0
"TRDN",5.85e-07,0,0,0,0
"TREM1",0.001993287,0.000627239,5.35e-05,8.22e-06,0.000111833
"TREM2",0,0,0,0.001979637,0
"TREML1",0,0,0,3.79e-05,0
"TREML2",0,1.18e-05,0,3.24e-06,0
"TRHDE",0,0,0,0,0
"TRIP6",0.004163682,0.001495754,0.002066047,0.003070356,0.001322501
"TRPA1",0,0,0,1.28e-05,0
"TRPC3",4.09e-07,0,2.84e-06,8.91e-06,1.42e-06
"TRPC4",0,0,5.06e-05,2.08e-05,0
"TRPC6",0.000330829,0.000149519,0.000205589,5.44e-05,0.003420254
"TRPM1",0,0,0,1.13e-06,1.35e-06
"TRPM2",2.5e-05,2.93e-06,2.05e-05,0.000301759,0
"TRPM3",0,3.08e-06,0,2.12e-06,0
"TRPM4",0.001425177,0.000465892,0.000238841,0.001368036,0.001913674
"TRPM5",4.59e-07,0,1.58e-06,1.07e-06,0
"TRPM8",0.000452228,0.000140363,1.29e-06,2.11e-05,0.000252398
"TRPV1",0.00418652,0.000834894,0.001275612,0.000453198,0.000420539
"TRPV2",8.51e-05,0.000427466,4.98e-05,0.000133262,1.66e-05
"TRPV3",0.000269587,0.001039748,6.71e-05,0.000830016,1.68e-05
"TRPV4",2.97e-05,0.000152503,0.000105767,3.08e-05,1.11e-05
"TRPV5",0,0,0,0,0
"TRPV6",2.74e-06,5.45e-06,0,4.24e-06,0
"TSG101",0.005329269,0.006967455,0.002037721,0.008000595,0.002421951
"TSHR",2.33e-06,0,0,0,0
"TSPAN1",0.005036319,0.006066956,0.006073948,0.011154628,0.000233613
"TSPAN10",1.65e-05,9.68e-06,3.52e-05,8.84e-05,2.56e-06
"TSPAN11",0,8.81e-05,0.000463651,0,1.36e-06
"TSPAN12",0.001616808,3.67e-05,1.99e-05,8.33e-05,0.0019353
"TSPAN13",0.037885276,0.020769081,0.008326983,0.013055206,0.019655468
"TSPAN14",0.012311215,0.013444694,0.004794198,0.05305535,0.002735992
"TSPAN15",0.029131841,0.082428585,0.013967882,0.013999353,0.024377908
"TSPAN16",0,0,0,0,0
"TSPAN17",0.000499997,0.001275256,0.000252665,0.000511522,0.000371191
"TSPAN18",1.8e-05,1.22e-05,2.36e-05,7.67e-05,3.5e-06
"TSPAN19",0,3.63e-05,0,1.52e-05,0
"TSPAN2",0.000128708,5.33e-06,1.95e-05,4.88e-05,8.88e-07
"TSPAN3",0.078345275,0.082250194,0.090888295,0.035344766,0.047232574
"TSPAN31",0.007069197,0.002059829,0.001575555,0.001762687,0.000886818
"TSPAN32",3.85e-06,0,0.000159229,0,0
"TSPAN33",0.001562346,0.000325026,0.000273706,0.000632538,0.000880992
"TSPAN4",0.002886092,0.001945703,0.002272062,0.000782449,0.000923125
"TSPAN5",0.068690224,0.184718493,0.001188213,0.020147888,0.008669236
"TSPAN6",0.000343042,0.000305244,7.43e-05,0.000151191,1.19e-05
"TSPAN7",0.000515806,0.000229994,0.000122812,0.007288143,0.000154073
"TSPAN8",0.005371735,0,0.000242334,0,0.005669156
"TSPAN9",0.034435796,0.053166436,0.014237296,0.081105031,0.010184732
"TSPEAR",1.03e-06,5.27e-07,1.05e-06,0,0
"TTC17",0.007173515,0.007754367,0.002864607,0.00458968,0.001568515
"TTC7B",0.00873345,0.018338141,0.010928398,0.013345109,0.007161412
"TTYH1",4.18e-06,2.27e-06,0,4.6e-05,0
"TTYH2",0.000435364,2.07e-05,0.001286118,0.000322243,6.97e-05
"TTYH3",0.006207235,0.008968873,0.002920458,0.007328581,0.001431377
"TULP1",2.07e-06,2.12e-07,6.37e-07,5.43e-07,2.12e-07
"TULP3",0.058315921,0.166102515,0.015333487,0.060115426,0.022479117
"TUSC3",0.002012796,0.001771182,0.007288457,0.003911071,7.85e-05
"TXNDC15",0.001926171,0.004014419,0.004457725,0.002040136,0.004478431
"TYRO3",0.000185202,0.000526088,0.000168991,0.000195542,4.81e-05
"TYROBP",0.000189654,0,0,0,0
"UBE2D3",0.014803066,0.041831848,0.018213348,0.012437947,0.007209593
"UGT8",0.043214483,0.092593406,0.037927007,0.012666849,0.010525479
"ULBP1",0.020883482,0.001822707,0.001233008,0.002370941,0.000187632
"ULBP2",9.14e-05,0.000153933,3.6e-05,0.000138454,4.94e-05
"ULBP3",0.000337297,0.000115933,4.39e-05,7.75e-05,4.4e-05
"UMOD",0,0,0,0,0
"UMODL1",0.000705687,6.76e-05,0.00031552,0.000116346,0.000552161
"UNC5A",1.02e-05,3.51e-05,5.85e-06,2.39e-05,0
"UNC5B",0.000196639,0.000113355,0.000128386,0.000485061,0.000104587
"UNC5C",3.05e-05,1.12e-05,5.81e-06,0,2.86e-05
"UNC5D",0,0,0,0,3.57e-06
"UNC93A",1.41e-05,0,0,0.000305158,0
"UNC93B1",0.00093402,0.000412901,0.00051199,0.000698259,0.000221744
"UPK1A",1.18e-05,3.43e-05,0,0.000427798,0
"UPK1B",0,0,0,8.89e-06,0
"UPK2",6.68e-06,0,3.78e-07,8.61e-05,0
"UPK3A",1.71e-06,0,1.18e-06,0,0
"USH2A",1.62e-05,0,0,0,0
"USP8",0.001417707,0.001429215,0.001161687,0.00288953,0.000376446
"UST",0.000216164,0.000354017,0.000115006,0.000791993,1.2e-05
"UTRN",0.018673872,0.009215374,0.009821604,0.008164024,0.001634337
"UTS2R",0,0,0,0,0
"VAMP5",0.091887457,0.004086503,0.023386294,0.001951022,0.002333326
"VAMP8",0.002663148,0.000464746,0.000676522,0.001732958,0.000506835
"VAPA",0.064343103,0.085117181,0.035115794,0.194419101,0.018169268
"VASN",0.002748307,0.002565169,0.001252926,0.001246976,0.000120991
"VASP",0.024878443,0.039115612,0.030760864,0.017856713,0.006430421
"VCAM1",0,0,0.000433658,0,0
"VDAC1",0.198013065,0.276322401,0.124439667,0.342300323,0.227767104
"VIPR1",0.00097103,3.07e-05,9.69e-06,0.00024188,2.59e-05
"VIPR2",0,0,1.34e-05,2.46e-05,4.47e-06
"VLDLR",0.000391408,0.001773188,0.000418041,0.009419731,0.000912722
"VN1R1",3.37e-05,5.15e-05,5.24e-05,7.66e-05,3.43e-06
"VN1R2",0,0,0,0,0
"VNN1",1.04e-05,1.45e-05,0,2.73e-05,6.67e-06
"VNN2",0,0.000204935,0,4.27e-05,0.000296018
"VPS28",0.016541896,0.007815701,0.006685622,0.01717853,0.004131011
"VSIG1",0.009480269,0.019377136,0.000112451,0.000266218,0.008405585
"VSIG10",0.00360312,0.002044929,0.004618998,0.003449775,0.001559873
"VSIG10L",0.000734924,1.98e-05,0.000209968,0.002099829,4.94e-06
"VSIG2",8.63e-06,1.14e-05,0,0,2.11e-05
"VSIG8",3.6e-07,4.47e-07,1.49e-07,0,5.96e-07
"VSTM1",0,0,0,0,0
"VSTM4",0.000435735,0.000913294,0.000429898,0.000184405,0.00052352
"VSTM5",0.002803282,0.002606927,0.000544731,0.001790359,3.89e-05
"VTCN1",0.001771236,2.86e-05,0,0.000517641,0
"WDR13",0.022200915,0.02441172,0.021306753,0.007289927,0.011861758
"WWP1",0.007657992,0.008439957,0.00255852,0.005176865,0.001074959
"XCR1",0,0,0,1.51e-06,0
"XG",0,0,0,0,0
"XK",0.000232953,3.97e-05,2.09e-05,0.000173167,0.000505112
"XKR8",0.001714575,0.001571102,0.000835034,0.00109936,0.000259789
"XPNPEP2",2.03e-05,1.97e-05,3.29e-06,0,3.29e-06
"XPR1",0.009080506,0.0032855,0.003967161,0.002355944,0.001895487
"YES1",0.003844264,0.009223895,0.001438451,0.006930744,0.001065715
"YIPF3",0.000838131,0.000761214,0.000366923,0.000706572,0.000707472
"ZACN",0.000184735,7.79e-05,0.000222109,0.000280089,3.33e-05
"ZAN",0,0,4.02e-07,2.52e-06,0
"ZDHHC11",0.000814014,7.84e-05,0.000595547,0.000348387,0.000153117
"ZDHHC20",0.057150529,0.079286401,0.026556168,0.048168765,0.007656601
"ZDHHC22",0,0,0,0,0
"ZDHHC23",0.005497436,0.008425038,0.002538465,0.003467132,0.002726409
"ZDHHC4",0.009725896,0.006933057,0.002804382,0.002581934,0.001465268
"ZDHHC5",0.003270706,0.003310756,0.000797331,0.003257006,0.000709153
"ZFYVE27",0.004188193,0.005271074,0.003818506,0.001920183,0.004000615
"ZNRF3",0.001153563,0.000716735,0.000640957,0.000942083,0.000400993
"ZP1",0.000829815,0.000245461,0,0,0
"ZP2",0,0,0,0,0
"ZP3",0.000209346,2.4e-05,9.18e-05,0.000500641,2.59e-05
"ZP4",0,0,0,0,0
