"","s161_P3_258","s217_P2_360","s220_P3_264","s243_P2_408","s259_P1_379","s282_P2_631","s284_P2_534","s295_P2_794","s306_P2_685","s364_P2_972","s732_P2_199"
"EPHA6",1.44e-05,0,0,4.22e-06,6.36e-06,1.06e-06,3.6e-06,0,0,8e-05,8.44e-07
"EPHA7",4.12e-05,0.000647029,3.3e-05,0.000123009,0.000182902,0.001121516,3.3e-05,3.08e-05,7.03e-06,0.000246214,0.003403248
"EPHA8",0,0,0,0,0,4.1e-06,0,4.16e-06,0,0,0
"EPHB1",4.91e-06,4.8e-06,1.91e-06,2.04e-05,1.07e-05,2.14e-05,6.54e-06,2.82e-06,1.12e-06,1.39e-05,8.22e-06
"EPHB2",0.000444118,4.75e-05,0.000919789,0.000173164,0.000105133,0.000115593,7.3e-05,0.000594863,0.00027307,0.000832649,2.1e-05
"EPHB3",0.00071493,0.003047101,0.000849296,0.000600662,0.003212819,0.023598822,0.000111549,0.003436533,0.00018222,0.000709697,0.001643629
"EPHB4",0.009439752,0.002805175,0.008338386,0.002601159,0.00401881,0.020146999,0.007602774,0.006648527,0.005630566,0.008383092,0.005543218
"EPHB6",9.87e-06,0.00017299,0.01843484,0.000260355,0.000447899,0.002951182,0.000478919,1.26e-05,0.009736947,5.84e-05,8.4e-06
"EPOR",4.25e-05,0.000408197,0.000273481,0.000470833,7.89e-05,0.002065964,6.37e-05,0.001604181,0.000612817,0.000388319,0.00066642
"EPS8L2",0.032337007,0.083506979,0.053496182,0.020082283,0.038046497,0.050994547,0.064127233,0.016675978,0.052423118,0.013551796,0.013866019
"EQTN",0,0,0,0,5.24e-06,5.1e-06,2.16e-06,1e-05,5.24e-06,1.57e-05,0
"ERBB2",0.026200347,0.007802259,0.030992178,0.028754184,0.017251466,0.033266484,0.035571402,0.064433832,0.001202139,0.015484708,0.033464503
"ERBB3",0.051914009,0.049820226,0.065285222,0.032998181,0.056736312,0.168297805,0.139369148,0.110950523,0.011202468,0.069157431,0.056608846
"ERBB4",1.54e-05,0,0,1.58e-05,0.000339686,0.000228819,0.000119689,5.27e-06,0.000247041,0,0
"ERC1",0.009730153,0.010216597,0.003870598,0.007045894,0.004977539,0.018561889,0.006788454,0.011827036,0.009975365,0.016396266,0.009606676
"EREG",0.007104798,0.000177972,0.041419505,0.002079636,0.000103374,0.002183127,0.000215713,1.26e-05,1.55e-05,0.040657168,1.05e-05
"ERMAP",0.001257808,0.000671686,0.000736645,0.000610026,0.002076649,0.003536,0.002505599,0.001562828,0.004626892,0.003679654,0.000732031
"ERMP1",0.006396578,0.003749982,0.002655953,0.00132092,0.067743784,0.039848901,0.007004944,0.002641845,0.013775161,0.031264697,0.020459417
"ERVFRD-1",0,1.48e-05,0,0,0,0,0,0,0,0,0
"ERVMER34-1",4.49e-05,8.06e-05,2.26e-06,6.39e-06,2.99e-05,9.75e-05,4.52e-06,0,0,0.000417686,7.91e-06
"ESAM",2.38e-05,0.000536132,2.24e-05,1.99e-05,1.05e-05,3.46e-06,0,2.16e-05,0.000479002,2.45e-06,2.19e-05
"ESYT1",0.004045986,0.000684246,0.003341343,0.001031711,0.001205295,0.005799501,0.00152172,0.001656965,0.001988842,0.00485091,0.001352609
"ESYT2",0.031678395,0.011951869,0.014557867,0.004194679,0.006127813,0.021469381,0.019312247,0.019086,0.022126985,0.018179191,0.009290851
"ESYT3",0.000788979,0.003306014,0.001596706,0.00042132,0.000105997,0.002760476,0.000187848,0.006856019,0,0.000503488,0.005017546
"ETNK1",0.007630824,0.00952489,0.009288725,0.020014304,0.01118581,0.02173331,0.035517414,0.012051519,0.010466928,0.018722014,0.008538526
"EVA1A",0.000123933,6.72e-05,8.82e-05,4.28e-05,2.71e-05,0.000444755,2.48e-07,7.66e-05,7.08e-05,0.000334144,2.53e-05
"EVA1C",0.001518709,0.002522161,0.000703637,0.001129808,0.006912665,0.002880163,0.00230038,0.013583748,0.003940722,1.31e-05,0.000296717
"EVC2",0.00110334,0.00010511,0.002262244,0.000230654,0.000312046,0.000198542,0.000134941,0,0.000522337,0.003596903,0.000675477
"EVI2B",6.29e-06,0,4.37e-05,1.27e-05,8.58e-06,0,1.34e-05,8.2e-06,3.21e-06,2.14e-07,4.56e-07
"EXOC1",0.000910124,0.000446619,0.001038485,0.000424909,0.001433347,0.000814344,0.000581786,0.000706502,0.000775091,0.000961742,0.000778497
"EXOC7",0.021641412,0.003775369,0.020556241,0.00532743,0.007929404,0.016961722,0.011154161,0.010367574,0.005454397,0.011289202,0.005068089
"EZR",0.128887955,0.104748268,0.162100027,0.025054604,0.042770606,0.086030411,0.105396104,0.042995214,0.058574851,0.079635529,0.039940178
"F11R",0.008091273,0.010226137,0.009293455,0.00524986,0.009505983,0.030172145,0.008261273,0.013006046,0.004118566,0.010620181,0.012268185
"F2R",0.000194134,3.17e-06,0.002824652,0.000204153,0.002685024,0.011117665,3.24e-06,0,0.030072596,4.61e-06,0
"F2RL1",0.008425286,8.08e-05,0.016992703,0.003156063,0.00078225,0.00167214,0.002370203,6.53e-06,0.007903674,0.000405374,1.96e-05
"F2RL2",0,0,0,0,3e-06,3.5e-06,0,0,3e-06,0,0
"F2RL3",8.7e-07,2.96e-05,5.22e-06,7.12e-06,0,9.7e-05,2.52e-05,0.000919004,3.98e-06,3.98e-06,0.000144856
"F3",0.000209976,7.16e-05,0.003030922,0.0001026,0.000721862,0.000490145,0.005140593,0.000209719,0.001526635,0.00161676,5.26e-05
"FADD",0.016755156,0.005993218,0.008660703,0.005997507,0.020828977,0.008303112,0.007531046,0.01534509,0.00603582,0.012125444,0.006725528
"FAIM2",0,0.001552667,0,0.004243758,6.15e-05,0.005628416,0,0,1.02e-05,0,0.01749767
"FAM171A1",1.16e-05,2.22e-05,8.83e-05,0.000112975,0.000388264,0.001457531,2.62e-05,0.000141219,1.11e-05,0.001063201,3.66e-05
"FAM171A2",0.000254062,0.0001559,0.000291701,0.00042389,0.000247274,0.003262765,0.00031993,0.000803625,0.000175945,0.000109371,0.000203114
"FAM171B",0.000144551,0.000828966,0.000376674,0.000992866,0.000687853,0.00136282,7.99e-05,4.73e-06,0.001044758,0.001460066,0.003373238
"FAM174A",0.000206732,7.11e-05,7.53e-05,0.00010847,0.000111737,0.000280798,8.91e-05,0.000937253,3.74e-05,0.0001797,0.000144062
"FAM174B",0.000161946,0.000252212,0.000153271,0.000113849,0.000104247,0.00018303,5.78e-06,0.000482043,6.42e-05,3.73e-06,0.000463633
"FAM187B",0,4.13e-06,0,0,0,0,0,5.89e-06,0,0,0
"FAP",0.000116349,5.66e-05,9.22e-05,0.000566964,9.88e-05,5.53e-05,9.88e-05,5.09e-05,9.25e-05,0.00019831,0.000129329
"FAS",0.001319101,0.000222023,0.000528578,8.41e-05,0.000126046,0.00034997,9.21e-05,0.000575977,9.03e-05,0.000558098,0.000231956
"FASLG",0,0,1e-05,0,0,0,0,0,0,1.16e-05,0
"FAT1",0.002052706,0.000191245,0.002606436,0.000827265,0.001643618,0.00067938,0.003595775,0.000752282,0.001895817,0.002318756,0.001072746
"FAT2",0,1.95e-06,0.000561552,9.87e-06,0.007458821,0.00564755,0,0,0,0.001007485,0
"FAT3",0,0,1.11e-05,1.43e-05,1.95e-05,5.73e-05,0.000127642,1.43e-05,0,0,0
"FAT4",0.002792916,4.68e-05,0.001241296,0.000168193,0.000133491,4.01e-05,0.000182544,0.005244566,0.008441369,0.00244996,0.000290515
"FCAMR",0,3.07e-06,0,1.8e-06,6.22e-07,0,8.82e-07,5.39e-06,0,6.22e-07,1.8e-06
"FCER1G",3.61e-05,0,0,0,2.82e-05,7.02e-05,7.22e-05,0,0,4.23e-05,1.23e-05
"FCER2",0,0,0,0,0,0,0,0,0.00011976,0,0
"FCGR1A",0,0,0,0,0,0,0,0,0,0,0
"FCGR2A",0.000111776,0.015405699,0,0.001635501,0.000396751,0.00911041,0.000111776,0.036027168,0,0.001076895,0.000350465
"FCGR2B",0,0,6.36e-05,0.000104796,9.02e-05,0.000122625,0,0,0,0,0
"FCGR3A",0,3.94e-05,0,0,0,0,0,0,0,0.000383632,0
"FCGR3B",0,4.73e-05,0,0,0,4.73e-05,0,0,0,0,0
"FCGRT",0.005021398,0.006034967,0.006306441,0.004392457,0.004100319,0.01368931,0.001283313,0.018764067,0.001981511,0.002009393,0.01355027
"FCHSD2",0.032284549,0.032649315,0.018680335,0.023298238,0.02653469,0.048316659,0.013954856,0.032323323,0.084306892,0.028908795,0.02345727
"FCMR",9.14e-05,0.000147063,0,0.009282315,0.025638498,0.002500068,0.000182783,0.004829312,0.000961441,0.00179469,0.00225786
"FCRL1",0,0,0,0,0,0,0,0,0,0,0
"FCRL2",1.59e-06,0,0,1.47e-05,3.74e-06,0,0,0,0,0,0
"FCRL3",0,0,0,3.45e-06,0,0,0,0,0,0,0
"FCRL4",0,0,0,2.67e-05,0,0,0,0,0,0,1.78e-06
"FCRL5",0,0,0,4.69e-06,0,0,0,0,0,0,0
"FCRL6",0,0,0,1.51e-05,7.11e-06,1.15e-05,1.79e-05,1.51e-05,3.55e-06,3.55e-06,7.57e-06
"FER",0.002131711,0.00053829,0.001532337,0.000748045,0.00196094,0.004281365,0.001381914,0.000136326,0.00372138,0.002185506,0.001150032
"FES",3.91e-05,9.6e-05,3.99e-05,0.000300745,0.000179405,0.000120778,0.000345362,0.000580401,2.6e-05,0.000352884,9.99e-05
"FFAR1",0,0,0,5.03e-07,2.92e-07,0,0,0,0,0,0
"FFAR2",0,2.12e-05,0,0.000965599,0.000205556,0.001737546,0.000400713,0.003292939,0,0.000642362,0
"FFAR3",0,0,0,6.3e-07,5.37e-07,4.39e-06,0,0,0,0,0
"FFAR4",6.43e-07,0,6.76e-06,2.22e-05,4.46e-06,6.57e-06,0,0,7e-06,1.91e-06,0
"FGF10",0,1.17e-05,6.13e-06,0,0.000139198,1.17e-05,0,5.95e-06,0,1.27e-05,5.95e-06
"FGFR1",0.000498889,0.000557237,0.001837934,0.002507566,0.002186146,0.002253439,0.000549502,0.001728711,0.002495185,0.023017447,0.000436835
"FGFR2",2.72e-05,0.000610012,0.000536588,0.000715487,0.003898233,0.001584918,8.29e-06,1.79e-05,2.58e-05,4.31e-05,0.000594636
"FGFR3",9.97e-05,0.026069124,0.021707057,0.00493323,0.037274714,0.06630543,0.027668453,0.000942948,0.000823866,0.000217801,0.016708586
"FGFR4",1.05e-06,1.11e-06,4.39e-06,1.13e-05,7.98e-06,2.14e-05,6.41e-05,2.76e-06,8.87e-07,3.08e-05,9.76e-07
"FGFRL1",0.000878341,0.000192033,0.000759492,0.000257102,0.000234462,0.000760776,0.000339664,0.001157766,0.000624473,0.00078003,0.000501267
"FGR",9.96e-05,1.47e-05,2.07e-05,7.79e-05,0.000111139,0.000139952,2.9e-05,3.12e-05,0,0.000157273,7.79e-06
"FKRP",0.001844691,0.000471185,0.001975409,0.002615807,0.001277761,0.001227451,0.000929604,0.001666816,0.000615449,0.000781027,0.001593811
"FLNA",0.166349267,0.025277876,0.231961936,0.038256789,0.039866266,0.075490388,0.048243968,0.087409471,0.378345147,0.079814328,0.01325453
"FLRT1",2.68e-06,2.02e-05,2.68e-06,1.82e-05,6.8e-05,9.33e-06,0,1.46e-05,1.89e-06,5.66e-06,3.64e-06
"FLRT2",4.26e-05,5.4e-05,1.83e-05,8.53e-05,0.000286904,0.000509701,4.52e-05,1.52e-05,0.001063048,0.000435446,4.55e-05
"FLRT3",1.43e-05,2.19e-05,3.1e-05,0.0001159,0.000242509,0.00024255,0.000867623,4.62e-05,0.000327005,1.36e-05,5.75e-05
"FLT1",0.000100273,0.000227291,3.34e-05,0.0003302,0.000306965,0.000389641,0.000122556,8.54e-05,6.53e-05,0.000287371,0.00023911
"FLT3",1.13e-06,1.32e-06,1.13e-06,2.61e-06,1.36e-05,6.62e-06,0,1.3e-06,0,1.09e-05,0
"FLT3LG",0.0010491,0.000242035,0.000414118,0.000143255,0.00088287,0.000324961,3.13e-05,0.000611743,3.54e-05,3.54e-05,0.000369728
"FLT4",1.01e-05,8.89e-06,2.61e-06,3.75e-05,3.79e-05,7.31e-05,7.18e-06,2.5e-06,6.83e-06,4.02e-05,6.39e-06
"FLVCR1",0.000298922,0.000669499,0.000370599,0.002616096,0.000614409,0.002296356,0.005758795,0.002203704,0.000425732,0.000645855,0.001932811
"FLVCR2",2.14e-05,2.03e-05,4.04e-05,3e-05,7e-06,0.000158849,5.05e-06,2.25e-05,1.75e-06,0.000173477,8.14e-06
"FNDC4",5.17e-07,7.61e-07,9.59e-07,3.77e-06,1.49e-06,1.07e-05,9.59e-07,1.07e-06,1.53e-05,1.78e-06,4.08e-07
"FNDC5",0,8.4e-07,1.45e-06,9.83e-07,2.04e-05,8.15e-05,1.74e-05,6.2e-05,6.12e-06,2.04e-06,1.97e-06
"FNDC9",0,0,0,0,0,0,1.51e-06,0,0,0,0
"FOLH1",0,1.95e-05,0,2.83e-05,2.29e-05,5.85e-06,1.81e-05,4.72e-06,0,6.87e-06,4.72e-06
"FOLR1",6.08e-06,0.002131112,9.24e-06,4.64e-06,0.000555258,0.000129305,9e-06,0.000433969,5.56e-07,3.89e-05,0.00048651
"FOLR2",0,0,0,0,0,0,0,0,0,0,0
"FPR1",0,0,2.39e-06,0,4.94e-07,0,0,0,4.94e-07,4.94e-07,0
"FPR2",0,0,0,1.13e-06,7.68e-07,0,0,0,0,1.54e-06,0
"FPR3",0,5.33e-07,0,0,0,0,0,0,0,0,6.1e-07
"FRAS1",2.29e-05,0.000878654,0.00041024,0.000240031,0.000347322,0.001887108,4.41e-05,4.49e-06,9.51e-05,8.02e-06,0.000732429
"FREM2",0,0.000817073,0,0.000439577,0.000727247,0.002014549,0.000562478,0.000394848,7.82e-06,2.61e-06,0.001725919
"FRS2",0.003192406,0.002628229,0.004156019,0.003222341,0.026037015,0.009102457,0.003198961,0.007630271,0.0108024,0.008943924,0.004932321
"FURIN",0.000861467,0.002501521,0.001551027,0.003041985,0.00640232,0.00529495,0.049501715,0.010650748,0.005629712,0.006404581,0.001723584
"FUT3",0.000311657,2.5e-05,0.000557218,0.000200658,0.0003668,0.000106736,0.000939752,0.000239057,4.45e-05,6.32e-05,0.000189072
"FXYD5",0.069614887,0.011616736,0.126689466,0.023482193,0.016567055,0.08740921,0.060689578,0.107388886,0.112458431,0.144887262,0.000266465
"FYN",0.008296545,0.001765485,0.001727674,0.004035251,0.004000988,0.006576114,0.001149729,0.010607094,0.010956955,0.00834193,0.006460456
"FZD1",0.000571399,0.000603844,0.000234574,0.000900022,0.000495454,0.00421011,0.00153977,0.000119483,0.000208719,0.000162112,0.00019223
"FZD10",1.25e-06,0,0,1.56e-06,5.34e-07,0,0.000586582,1.56e-06,0,0,0
"FZD2",0.000255731,0.000779531,0.000229636,0.001299862,0.000313487,0.000948142,0.000210499,0.000323468,7.12e-05,0.000576084,0.000241631
"FZD3",2.41e-05,2.06e-06,2.11e-05,1.7e-05,1.25e-05,0.000100985,0.000112168,3.26e-05,1.04e-06,2.56e-05,5.63e-05
"FZD4",3.67e-05,0.000410168,1.12e-05,3.27e-05,7.61e-05,0.001299768,0.000248138,6.25e-05,0.000114561,3.22e-05,0.001725921
"FZD5",0.000267652,8.01e-05,0.000207486,8.33e-05,8.09e-05,0.000224005,0.000262533,0.000295207,0.000132153,0.000416508,0.000139968
"FZD6",0.000493858,0.001430213,0.0006601,0.000151882,0.001051485,0.004350934,0.000312511,0.001169159,0.001988514,0.001219395,0.000950685
"FZD7",1.94e-05,1.07e-05,4.3e-05,2.89e-05,4.81e-05,4.86e-05,1.62e-05,5.72e-06,1.11e-05,1.23e-05,6.86e-06
"FZD8",2.82e-05,0.000179204,4.63e-05,4e-05,5.98e-05,0.001294848,7.22e-05,0.000202862,0.000288429,1.14e-05,9.85e-05
"FZD9",0,2.42e-05,3.72e-06,4.36e-06,7.37e-06,7.03e-05,2.23e-05,0.000409765,4.91e-06,6.88e-05,9.01e-05
"GAB2",0.040311001,0.008927153,0.007835078,0.009268543,0.006106204,0.002461467,0.006184542,0.017424862,0.002747792,0.029641246,0.021335124
"GABBR2",4.8e-06,0.00014489,6e-07,0,6.89e-05,3.48e-06,0,0,4.86e-05,1.27e-06,0.000272428
"GABRA1",0,1.29e-06,0,0,2.67e-06,0,0,0,0,0,0
"GABRA2",0,5.78e-06,3.93e-06,4.08e-06,0,1.74e-05,0,4.08e-06,3.36e-06,3.36e-06,8.16e-06
"GABRA3",0,2.62e-05,3.36e-07,8.59e-07,0.000187432,3.92e-06,0,2.86e-07,0,3.9e-05,0
"GABRA4",0,0,0,0,1.02e-06,2.87e-06,0,8.73e-07,0,2.05e-07,0
"GABRA5",0,0,0,0,1.35e-05,0,0,0,0,0,0
"GABRA6",0,0,0,0,0,1.01e-05,0,0,0,0,0
"GABRB1",1.41e-06,6.81e-06,3.54e-07,0,0,5.93e-05,7.07e-07,1.16e-06,0,4.51e-06,8.73e-07
"GABRB2",0,8.13e-07,0,3.78e-06,4.75e-06,0.000864502,0,0,0,3.96e-05,0
"GABRB3",1.74e-05,6.37e-05,3.48e-05,5.94e-06,0.000103224,1.5e-05,0.002444791,5.2e-06,8e-07,0.000289691,0.000289035
"GABRD",0,0,7.95e-07,2.97e-06,0,0,0,0,6.78e-07,0,0
"GABRE",0.000188085,0.000118612,0.000140454,0.000242358,0.000673821,1.69e-05,2.81e-05,0.000826379,4.13e-05,0.000335146,2.43e-05
"GABRG1",1.51e-06,1.84e-06,0,0,0,0,0,0,0,3.54e-06,0
"GABRG2",0,8.32e-07,0,0,6.25e-05,0,1.36e-05,0,0,7.42e-05,0
"GABRG3",0,5.32e-06,0,0,3.15e-06,0,0,0,0,0,0
"GABRP",0,0.000626635,0.000129806,0.000133621,0.134189729,0.000365537,0.003959098,0,0,0,0
"GABRQ",0,5.43e-05,0,0,0,0,1.15e-06,0,0,5.65e-06,0
"GABRR1",0,9.07e-07,0,0,3.8e-05,9.07e-07,0,2.02e-05,0,8.09e-05,5.3e-06
"GABRR2",0,0,0,3.3e-07,7.04e-08,1.34e-06,1.61e-07,8.26e-08,0,1.41e-07,0
"GABRR3",0,0,0,0,8.36e-07,0,0,0,0,2.51e-06,4.95e-07
"GALNT10",0.000626887,0.000292681,0.000340767,0.001949078,7.75e-05,0.000729759,0.000162107,0.001471053,0.001418962,0.001317326,0.000664246
"GALR2",1.34e-06,7.73e-07,4.48e-07,4.49e-05,9.09e-07,5.41e-06,1.79e-06,0,4.54e-07,3.18e-06,2.81e-06
"GALR3",0,0,1.22e-06,5.01e-07,0,0,0,0,0,0,0
"GAP43",7.98e-05,1.58e-05,6.14e-06,0.000138842,2.38e-05,1.13e-05,6.75e-05,2.57e-05,1.58e-05,2.11e-05,0
"GCC1",0.0108426,0.001350914,0.009915818,0.001675936,0.00147742,0.002933668,0.007082727,0.003961078,0.001488843,0.003373695,0.002220438
"GCGR",0,3.82e-07,3.58e-07,0,2.26e-07,3.82e-07,0,0,0,2.26e-07,0
"GDPD2",0,1.91e-06,0,2.43e-06,1.77e-05,6.38e-07,9.28e-06,4.86e-07,4.99e-07,0,6.8e-06
"GDPD5",2.2e-05,0.000303801,5.22e-05,0.000133665,6.79e-05,0.000440613,5.12e-05,0.000129513,3.71e-05,4.28e-05,7.72e-05
"GEM",0.001019947,0.00088004,0.001330567,0.000214282,4.67e-05,0.000287812,0.000356981,0.00332732,0.000192734,0.000600519,2.38e-05
"GFRA1",2.53e-06,4.52e-07,1.17e-06,2.91e-06,1.37e-06,4.29e-06,3.69e-06,1.32e-06,5.48e-07,1.21e-05,1.98e-06
"GFRA2",3.53e-05,0.000336982,0,7.25e-05,0.00020072,8.42e-05,0.000599811,3.62e-05,7.72e-06,0.00010036,2.72e-05
"GFRA3",1.21e-05,2.36e-05,8.63e-08,5.05e-08,1.71e-07,8.89e-06,0,1.39e-05,0,1.06e-05,2.29e-05
"GFRAL",0,0,0,0,0,0,0,0,0,0,0
"GFY",0,1.34e-05,0,0,0,1.68e-06,0,0,0,2.92e-06,1.18e-06
"GGCX",0.000485683,0.000843981,0.000932773,0.001548628,0.00159734,0.000520514,0.000491621,0.007598141,0.00183614,0.00142471,0.002193252
"GGT1",7.72e-06,8.08e-05,0.000176221,7.43e-05,5.04e-05,0.000781684,0.000538349,0.000215528,9.51e-06,0.000216731,8.03e-05
"GGT3P",0,6.86e-06,5.08e-06,1.2e-05,2.42e-06,1.22e-05,5.59e-05,1.28e-05,0,1.36e-06,5.74e-06
"GGT5",0.000134098,0.001149962,0.001024873,2.04e-06,0.000559593,0.001347386,1.24e-05,7.54e-05,0.001152845,0,0.001051918
"GGT7",0.000287704,0.003042218,0.00059082,0.000419511,0.00091278,0.012505164,0.000133577,0.000559349,0.000260794,0.000454141,0.001918143
"GHR",0,2.21e-06,0,0,7.21e-05,0,1.51e-06,0,0,1.08e-06,8.65e-07
"GHRHR",0,0,0,0,0,0,5.44e-07,1.79e-06,0,0,0
"GINM1",0.000796586,0.001045557,0.000950508,0.000350834,0.001254618,0.002308823,0.000495758,0.000950613,0.0010144,0.001240257,0.000423906
"GIPR",4.88e-06,3.07e-05,3.34e-05,4.07e-05,8.07e-05,5.48e-06,1.23e-05,7.69e-05,1.91e-05,7.78e-06,2.27e-05
"GJA1",0.000406943,7.68e-05,1.75e-05,0.000771926,0.000243934,0.002960532,0.000741081,1.22e-05,0.000119086,0.000747166,2.43e-05
"GJA10",0,0,0,1.45e-06,0,0,0,0,0,0,0
"GJA3",0,4.68e-07,7.56e-07,2.95e-07,4.49e-06,4.45e-06,5.04e-07,0,8.48e-06,0,0
"GJA4",1.5e-05,5.71e-05,1.27e-05,0.000154329,0.000101363,5.21e-05,4.27e-05,2.24e-05,8.11e-06,6.89e-05,4.12e-05
"GJA5",5.39e-06,8.23e-05,0,5e-05,0.000169667,4.43e-05,3.23e-05,6.24e-06,0.00019577,0.000130513,5e-05
"GJB1",0,0.001093571,5.37e-06,0.001033304,0.000203734,0.000132343,0.001824342,0.002243397,0,1.66e-05,7.47e-05
"GJB2",8.62e-06,2.46e-07,1.64e-05,0.000564052,0.000976915,0.000135527,0.000754052,1.17e-05,0.000214837,1.89e-05,0.000109312
"GJB3",0.000148401,1.12e-05,0.000222887,2.63e-05,0.000335778,7.96e-05,0.000272736,6.57e-07,0.000188722,0.00011356,0
"GJB4",6.24e-06,1.66e-06,2.78e-05,3.11e-05,4.09e-05,7.87e-06,4.71e-05,0,4.87e-07,4.87e-07,0
"GJB5",6.47e-07,1.25e-06,5.82e-06,7.46e-06,0.000345724,4.86e-05,0.000141655,0,1.28e-05,0,5.33e-07
"GJB6",0,0,0,2.51e-05,0.00063002,3.61e-05,2.51e-05,9.66e-07,2.35e-05,0,0.000304143
"GJB7",0,1.77e-05,0,0,0.000207852,7.61e-06,0.000565532,0.000178929,0,0.000359411,0.000148772
"GJC1",0.000242916,4.31e-05,0.001146172,0.000179371,7.55e-05,0.002113057,8.44e-05,3.9e-05,0.00011477,0.001397354,7.37e-05
"GJC2",1.37e-05,9.8e-06,6.83e-06,0,4.23e-05,0.000205888,1.37e-05,3.31e-06,8.88e-05,1.83e-05,1.66e-05
"GJC3",0.001337958,0,5.82e-05,0.000525692,5.1e-05,1.77e-05,0,0.001001318,0,0.000153125,0
"GJD3",0,0,0,0,0,0,2.87e-07,9.27e-07,0,0,3.09e-07
"GJD4",0,0,2.55e-06,0,0,0,0,0,0,0,5.24e-06
"GLDN",0,0.002190346,0,1.02e-05,0.000639473,0.001314208,0.000639201,3.07e-05,0.000295138,0.000274064,0.001105888
"GLG1",0.100049764,0.072716421,0.105742766,0.120742844,0.127363754,0.275860042,0.129651853,0.395016251,0.262001718,0.163884626,0.397464922
"GLIPR1",0.004827625,4.76e-05,0.002877085,0,0.000775653,0.004789243,0.003654429,2.73e-05,9.01e-05,0.002271759,3.41e-06
"GLP1R",1.13e-06,0,1.02e-05,6.6e-06,1.4e-06,1.73e-05,2.27e-06,5.5e-07,0,5.14e-06,0
"GLP2R",1.29e-06,0,1.36e-05,0,0,3.92e-06,2.07e-05,0,0,0,0
"GLRA1",0,0,0,0,0,0,0,0,0,1.63e-07,0
"GLRA2",0,0,0,0,7.54e-07,0,0,0,0,9.8e-06,0
"GLRA3",0,3.82e-06,0,5.7e-06,1.58e-05,3.82e-06,0,0,0,9.16e-06,1.39e-05
"GLRB",0.005563131,0,0.002419837,8.49e-05,0.00095935,0.011569166,0.000923031,6.37e-05,0.000295184,0.002533667,0.00261531
"GNAI1",0.002003855,0.000267734,3.64e-05,0.004445741,0.015804487,0.006322334,0.013328188,0,0.012162392,0.015407168,0.006589401
"GNAI2",0.004818259,0.002780467,0.002851431,0.003071736,0.002545484,0.00711564,0.001120771,0.002742685,0.001779234,0.004400251,0.001601439
"GNAI3",0.001109595,0.001674262,0.001316847,0.000513951,0.002310135,0.003559967,0.000860361,0.001516043,0.003177632,0.003029125,0.000708664
"GNAQ",0.001208806,0.001051704,0.000563619,0.002290536,0.001490092,0.00264536,0.001621995,0.002734448,0.000944307,0.001581183,0.003605815
"GNAS",0.025587492,0.063192767,0.056454505,0.018615017,0.041089983,0.138473398,0.024823345,0.046811167,0.047998947,0.035944628,0.027498057
"GNB1",0.001133602,0.000333582,0.001102466,0.00045858,0.000251871,0.000819707,0.000809482,0.001202659,0.000563107,0.000478574,0.000936363
"GNGT2",1.08e-06,6.53e-07,4.68e-05,0,1.26e-06,0,0,0,0,4.41e-06,0
"GNRHR",0,0,0,0,2.33e-06,0,0,0,0,0,0
"GOLM1",0.346485531,0.180990788,0.572573156,0.173033803,0.329505514,1.692796305,0.694756571,0.756654037,0.17912618,0.715659939,0.304594935
"GP1BA",2.91e-06,2.34e-05,1.16e-06,0,0,1.4e-06,0,0,0,0,3.99e-07
"GP5",0,0,0,0,4.41e-05,0.000145188,0,0,0,8.82e-05,4.25e-05
"GP6",2.25e-06,0,2.25e-06,8.08e-06,1.18e-05,0.000442478,2.92e-05,0,0,0,0
"GP9",0,0,0,0,0,0,0,0,0,0,0
"GPA33",8.87e-07,0,8.87e-07,6.35e-06,2.08e-06,9.05e-06,7.1e-06,0,0,1.66e-05,0
"GPBAR1",3.84e-06,4.09e-06,1.92e-06,2.07e-06,4.84e-06,8.19e-06,3.84e-06,2.07e-06,2.42e-06,0,2.07e-06
"GPC1",0.003041128,0.000742839,0.002813169,0.001315617,0.011824483,0.002669616,0.004756224,0.000456506,0.003003377,0.001333861,0.000380702
"GPC3",0.002487019,0.002965057,0.000685721,0.018179059,0.008040145,0.159056716,0.002548427,0.021162965,0.000364541,0.013791786,0.02798161
"GPC4",0.001775472,0.004541927,0.000456995,0.002339163,0.002202669,0.02790514,0.001888523,0.01065027,0.000343452,0.002068226,0.013078207
"GPC5",0,9.79e-05,0,0,0,4.08e-05,0,0,0,0,8.04e-05
"GPER1",0.000286701,1.42e-05,0.000203923,5.51e-05,5.54e-05,5.69e-05,1.82e-05,3.86e-05,0.000110732,0.000378335,9.91e-05
"GPIHBP1",0,0,0,0,0,0,0,0,0,0,0
"GPM6A",2.08e-05,0,2.5e-06,2.83e-06,3.2e-05,0,0,2.12e-06,0,1.64e-06,0
"GPM6B",0.001891161,0.001083789,0.001487693,0.003101928,0.005495652,0.00234336,0.002723235,0.000839748,0.000248976,0.006580554,0.001233899
"GPNMB",0.000215054,0.000112598,0.002619274,0.005284473,0.100587782,0.001450023,6.72e-06,0.010863721,0.000419364,0.01207902,0.000142194
"GPR107",0.003861364,0.002166178,0.003661803,0.000712004,0.006205481,0.015440215,0.003891024,0.004957709,0.005814504,0.013175824,0.003529785
"GPR108",0.014769096,0.008319233,0.021838033,0.016817669,0.011378784,0.008966086,0.035071313,0.044159622,0.013914744,0.009309887,0.020124272
